time,rnk,cores,mode,uw,ov,ovm,overhead,ov,exp,mode,distrib
0.083322,0,3,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.086813,0,3,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.086466,0,3,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.086584,0,3,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.090074,0,3,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.082932,0,3,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.076227,0,3,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.075551,0,3,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.079031,0,3,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.085112,0,3,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.220199,0,3,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.248026,0,3,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.223074,0,3,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.209694,0,3,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.227434,0,3,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.237407,0,3,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.225414,0,3,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.228052,0,3,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.242004,0,3,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.219139,0,3,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.080302,0,3,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.089279,0,3,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.077143,0,3,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.090326,0,3,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.083965,0,3,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.0796,0,3,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.085184,0,3,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.073748,0,3,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.091467,0,3,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.08405,0,3,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.120865,0,4,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.117849,0,4,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.10684,0,4,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.087352,0,4,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.111457,0,4,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.093112,0,4,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.117039,0,4,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.103416,0,4,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.104184,0,4,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.091129,0,4,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.076615,0,4,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.074386,0,4,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.079367,0,4,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.076566,0,4,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.077769,0,4,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.079168,0,4,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.076907,0,4,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.076853,0,4,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.07308,0,4,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.074961,0,4,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.15154,0,4,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.126416,0,4,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.151647,0,4,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.132183,0,4,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.153677,0,4,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.139157,0,4,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.130441,0,4,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.141556,0,4,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.14298,0,4,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.152525,0,4,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.080952,0,4,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.079977,0,4,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.079828,0,4,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.079916,0,4,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.08038,0,4,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.083458,0,4,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.084308,0,4,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.080067,0,4,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.078264,0,4,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.073933,0,4,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.209438,0,4,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.177251,0,4,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.189484,0,4,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.188259,0,4,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.188405,0,4,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.20318,0,4,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.195367,0,4,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.193341,0,4,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.177725,0,4,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.184076,0,4,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.083106,0,4,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.085664,0,4,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.093013,0,4,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.085455,0,4,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.090992,0,4,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.090288,0,4,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.082737,0,4,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.089577,0,4,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.088532,0,4,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.082748,0,4,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.239079,0,4,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.278302,0,4,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.255463,0,4,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.217187,0,4,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.238153,0,4,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.27169,0,4,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.232038,0,4,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.234328,0,4,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.273514,0,4,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.241148,0,4,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.094037,0,4,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.081348,0,4,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.090105,0,4,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.09127,0,4,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.083983,0,4,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.09014,0,4,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.079237,0,4,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.093431,0,4,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.07578,0,4,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.101258,0,4,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.123321,0,5,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.116629,0,5,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.132634,0,5,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.116106,0,5,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.106755,0,5,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.131772,0,5,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.135909,0,5,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.109567,0,5,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.119569,0,5,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.095586,0,5,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.075722,0,5,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.076697,0,5,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.076659,0,5,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.078943,0,5,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.079813,0,5,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.077089,0,5,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.079135,0,5,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.077653,0,5,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.07727,0,5,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.077076,0,5,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.137926,0,5,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.139679,0,5,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.163625,0,5,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.155219,0,5,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.134284,0,5,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.158992,0,5,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.126764,0,5,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.129903,0,5,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.137944,0,5,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.153832,0,5,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.084562,0,5,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.078775,0,5,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.078352,0,5,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.080519,0,5,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.085363,0,5,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.080051,0,5,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.079047,0,5,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.086062,0,5,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.076951,0,5,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.077477,0,5,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.191181,0,5,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.178387,0,5,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.203008,0,5,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.203343,0,5,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.209887,0,5,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.185094,0,5,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.189289,0,5,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.186176,0,5,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.180453,0,5,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.199539,0,5,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.086643,0,5,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.090337,0,5,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.094193,0,5,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.090955,0,5,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.081058,0,5,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.075695,0,5,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.090879,0,5,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.085395,0,5,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.085726,0,5,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.089035,0,5,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.25548,0,5,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.260897,0,5,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.249233,0,5,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.209971,0,5,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.253837,0,5,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.234949,0,5,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.262967,0,5,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.251197,0,5,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.228904,0,5,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.251309,0,5,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.093454,0,5,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.086482,0,5,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.087505,0,5,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.084431,0,5,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.08763,0,5,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.092677,0,5,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.103582,0,5,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.094259,0,5,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.092041,0,5,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.096778,0,5,2,40,80,2,80,80,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.119014,0,6,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.127002,0,6,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.133209,0,6,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.125724,0,6,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.13675,0,6,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.115677,0,6,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.109065,0,6,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.098235,0,6,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.104677,0,6,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.104745,0,6,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.075419,0,6,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.07664,0,6,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.077311,0,6,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.079113,0,6,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.077555,0,6,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.080561,0,6,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.075964,0,6,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.07661,0,6,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.080157,0,6,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.078348,0,6,2,40,80,2,10,10,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.168793,0,6,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.150132,0,6,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.143314,0,6,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.157078,0,6,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.154398,0,6,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.142331,0,6,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.16018,0,6,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.138403,0,6,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.151456,0,6,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.160036,0,6,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.079718,0,6,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.082172,0,6,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.082437,0,6,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.079023,0,6,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.078894,0,6,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.080453,0,6,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.08079,0,6,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.077248,0,6,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.082327,0,6,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.077166,0,6,2,40,80,2,20,20,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench_parcels,random_uniform
0.184134,0,6,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.198464,0,6,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.188638,0,6,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.195056,0,6,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.19511,0,6,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
0.191568,0,6,2,40,80,2,40,40,base_40.000000_200.000000_random_u_0.000000_80.000000,collbench,random_uniform
